Ref,Val,Package,PosX,PosY,Rot,Side
"R3","10k","R_1206_3216Metric",113.037500,-80.250000,180.000000,bottom
"R8","10k","R_1206_3216Metric",113.037500,-84.250000,0.000000,bottom
"R12","3.3k","R_1206_3216Metric",113.037500,-72.000000,180.000000,bottom
"R16","3.3k","R_1206_3216Metric",113.037500,-76.250000,180.000000,bottom
"R23","3.3k","R_1206_3216Metric",113.037500,-68.000000,0.000000,bottom
